|  wavelength |       flux |     error | order |  module |  strip |
|      double |     double |    double |   int |     int |    int |
|          um |         Jy |        Jy |       |         |        |
|         nan |        nan |       nan |       |         |        |
    13.146560          nan         nan      15        0        5
    13.157318          nan         nan      15        0        5
    13.168066          nan         nan      15        0        5
    13.178813          nan         nan      15        0        5
    13.189557          nan         nan      15        0        5
    13.200300     0.405396    0.004545      15        0        5
    13.211040     0.404664    0.005059      15        0        5
    13.221781     0.413755    0.004402      15        0        5
    13.232518     0.411824    0.004191      15        0        5
    13.243254     0.412563    0.004500      15        0        5
    13.253986     0.410619    0.005209      15        0        5
    13.264719     0.401942    0.004252      15        0        5
    13.275449     0.408541    0.004786      15        0        5
    13.286178     0.409676    0.005358      15        0        5
    13.296904     0.396864    0.005345      15        0        5
    13.307629     0.402773    0.004508      15        0        5
    13.318352     0.414216    0.004427      15        0        5
    13.329072     0.412015    0.004501      15        0        5
    13.339800     0.407681    0.004668      15        0        5
    13.350525     0.404362    0.004722      15        0        5
    13.361240     0.401668    0.004741      15        0        5
    13.371954     0.405739    0.005109      15        0        5
    13.382666     0.408589    0.005030      15        0        5
    13.393375     0.406146    0.006684      15        0        5
    13.404084     0.406707    0.005251      15        0        5
    13.414791     0.392225    0.127924      15        0        5
    13.425495     0.417696    0.005931      15        0        5
    13.436197     0.415953    0.006096      15        0        5
    13.446898     0.410746    0.006313      15        0        5
    13.457410     0.403295    0.006890      15        0        5
    13.468107     0.405965    0.006215      15        0        5
    13.478803     0.408782    0.006636      15        0        5
    13.489496     0.409875    0.007053      15        0        5
    13.500188     0.402331    0.007525      15        0        5
    13.510878     0.407856    0.005522      15        0        5
    13.521565     0.402746    0.005250      15        0        5
    13.532251     0.407732    0.007695      15        0        5
    13.542935     0.416173    0.006786      15        0        5
    13.553618     0.400717    0.008122      15        0        5
    13.564299     0.401779    0.007576      15        0        5
    13.574978     0.416020    0.006963      15        0        5
    13.585655     0.410891    0.006636      15        0        5
    13.596331     0.410294    0.008333      15        0        5
    13.607004     0.412839    0.007295      15        0        5
    13.617676     0.408218    0.008348      15        0        5
    13.628345     0.416997    0.007363      15        0        5
    13.639013     0.419455    0.006574      15        0        5
    13.649488     0.413341    0.009137      15        0        5
    13.660152     0.404575    0.005587      15        0        5
    13.670815     0.420327    0.136594      15        0        5
    13.681476     0.413888    0.005679      15        0        5
    13.692135     0.427162    0.006504      15        0        5
    13.702791     0.415702    0.006557      15        0        5
    13.713448     0.409441    0.006558      15        0        5
    13.724100     0.411258    0.005400      15        0        5
    13.734752     0.415041    0.005269      15        0        5
    13.745401     0.417205    0.005836      15        0        5
    13.756050     0.411164    0.006895      15        0        5
    13.766697     0.412163    0.006748      15        0        5
    13.777341     0.423522    0.005950      15        0        5
    13.787984     0.410555    0.007758      15        0        5
    13.798624     0.413133    0.006065      15        0        5
    13.809263     0.418422    0.006864      15        0        5
    13.819901     0.415363    0.006603      15        0        5
    13.830537     0.422326    0.006079      15        0        5
    13.841171     0.424106    0.005316      15        0        5
    13.851803     0.422062    0.005915      15        0        5
    13.862432     0.448746    0.204591      15        0        5
    13.873061     0.421730    0.007277      15        0        5
    13.883688     0.420560    0.005593      15        0        5
    13.894313     0.432937    0.006081      15        0        5
    13.904936     0.423876    0.005998      15        0        5
    13.915558     0.423672    0.006601      15        0        5
    13.926176     0.422797    0.006686      15        0        5
    13.936794     0.426360    0.004945      15        0        5
    13.947411     0.427015    0.005529      15        0        5
    13.958025     0.422154    0.005658      15        0        5
    13.968637     0.423444    0.006590      15        0        5
    13.979248     0.421832    0.006158      15        0        5
    13.989857     0.427174    0.006146      15        0        5
    14.000463     0.419340    0.004886      15        0        5
    14.011068     0.432712    0.005905      15        0        5
    14.021673     0.421105    0.005772      15        0        5
    14.032274     0.421961    0.006573      15        0        5
    14.042875     0.434045    0.005416      15        0        5
    14.053473     0.421982    0.006232      15        0        5
    14.064070     0.429122    0.004319      15        0        5
    14.074664     0.429651    0.008957      15        0        5
    14.085257     0.406637    0.007369      15        0        5
    14.095848     0.406975    0.006810      15        0        5
    14.106438     0.428205    0.003984      15        0        5
    14.117025     0.421597    0.006750      15        0        5
    14.127611     0.422979    0.005470      15        0        5
    14.138195     0.432268    0.006443      15        0        5
    14.148778     0.433820    0.006212      15        0        5
    14.159359     0.421153    0.004635      15        0        5
    14.169937     0.438981    0.007206      15        0        5
    14.180515     0.434964    0.005245      15        0        5
    14.191091     0.409716    0.009077      15        0        5
    14.201664          nan         nan      15        0        5
    14.212236          nan         nan      15        0        5
    14.222806          nan         nan      15        0        5
    14.233375          nan         nan      15        0        5
