|  wavelength |       flux |     error | order |  module |  strip |
|      double |     double |    double |   int |     int |    int |
|          um |         Jy |        Jy |       |         |        |
|         nan |        nan |       nan |       |         |        |
    11.030873     7.326212    0.212363      18        0        2
    11.039854     7.134302    0.309462      18        0        2
    11.048836     7.321373    0.322770      18        0        2
    11.057814     7.275436    0.222896      18        0        2
    11.066790     7.412726    0.262329      18        0        2
    11.075765     7.339401    0.243049      18        0        2
    11.084738     7.381384    0.285299      18        0        2
    11.093710     7.454597    0.214461      18        0        2
    11.102680     7.558930    0.212649      18        0        2
    11.111649     7.590877    0.227005      18        0        2
    11.120616     7.617756    0.220678      18        0        2
    11.129582     7.650414    0.203434      18        0        2
    11.138546     7.764117    0.212176      18        0        2
    11.147509     7.792470    0.217587      18        0        2
    11.156471     7.976741    0.235933      18        0        2
    11.165430     7.958994    0.206692      18        0        2
    11.174389     8.176452    0.211516      18        0        2
    11.183346     8.253322    0.244927      18        0        2
    11.192301     8.562901    0.276025      18        0        2
    11.201254     8.792225    0.305388      18        0        2
    11.210207     8.852445    0.256494      18        0        2
    11.219158     9.019841    0.286031      18        0        2
    11.228107     9.042349    0.285689      18        0        2
    11.237055     9.375741    0.387350      18        0        2
    11.246002     9.232456    0.266378      18        0        2
    11.254948     9.275867    0.294503      18        0        2
    11.263891     9.328950    0.323832      18        0        2
    11.272833     9.411656    0.273708      18        0        2
    11.281773     9.393276    0.280537      18        0        2
    11.290711     9.507630    0.259778      18        0        2
    11.299648     9.449258    0.314464      18        0        2
    11.308584     9.476451    0.250973      18        0        2
    11.317518     9.406437    0.281236      18        0        2
    11.326451     9.554330    0.286310      18        0        2
    11.335382     9.509593    0.352401      18        0        2
    11.344313     9.514127    0.306972      18        0        2
    11.353241     9.726370    0.285749      18        0        2
    11.362167     9.563367    0.312046      18        0        2
    11.371093     9.700227    0.299885      18        0        2
    11.380016     9.530356    0.272625      18        0        2
    11.388939     9.879156    0.265914      18        0        2
    11.397860     9.630474    0.321070      18        0        2
    11.406779     9.824788    0.237700      18        0        2
    11.415697     9.716754    0.284966      18        0        2
    11.424613     9.994633    0.264132      18        0        2
    11.433529     9.860181    0.307266      18        0        2
    11.442442    10.015305    0.255510      18        0        2
    11.451353    10.083192    0.275989      18        0        2
    11.460264    10.084416    0.261231      18        0        2
    11.469173    10.217130    0.296670      18        0        2
    11.478081    10.198831    0.303277      18        0        2
    11.486986    10.299568    0.267722      18        0        2
    11.495892    10.311682    0.299190      18        0        2
    11.504794    10.362164    0.303824      18        0        2
    11.513696    10.406557    0.362787      18        0        2
    11.522596    10.585051    0.282848      18        0        2
    11.531494    10.505994    0.341099      18        0        2
    11.540392    10.628185    0.286030      18        0        2
    11.549287    10.560293    0.305161      18        0        2
    11.558182    10.788035    0.197802      18        0        2
    11.567074    10.699486    0.269877      18        0        2
    11.575966    10.794462    0.267354      18        0        2
    11.584855    10.743373    0.238966      18        0        2
    11.593743    10.925010    0.200877      18        0        2
    11.602630    10.884724    0.257142      18        0        2
    11.611515    11.065613    0.215884      18        0        2
    11.620399    11.037025    0.118632      18        0        2
    11.629282    11.110413    0.195038      18        0        2
    11.638163    11.277630    0.179127      18        0        2
    11.647041    11.168030    0.262870      18        0        2
    11.655920    11.217357    0.191722      18        0        2
    11.664797    11.331587    0.219141      18        0        2
    11.673672    11.327845    0.216830      18        0        2
    11.682545    12.070462    0.555104      18        0        2
    11.691418    11.560668    0.135647      18        0        2
    11.700288          nan         nan      18        0        2
    11.709157          nan         nan      18        0        2
    11.718024          nan         nan      18        0        2
    11.726891          nan         nan      18        0        2
    11.735756          nan         nan      18        0        2
    11.744619          nan         nan      18        0        2
    11.753481          nan         nan      18        0        2
    11.762435          nan         nan      18        0        2
    11.771295          nan         nan      18        0        2
    11.780152          nan         nan      18        0        2
    11.789008          nan         nan      18        0        2
    11.797863          nan         nan      18        0        2
    11.604083          nan         nan      17        0        3
    11.613594          nan         nan      17        0        3
    11.623104          nan         nan      17        0        3
    11.632612          nan         nan      17        0        3
    11.642124          nan         nan      17        0        3
    11.651628          nan         nan      17        0        3
    11.661132          nan         nan      17        0        3
    11.670633          nan         nan      17        0        3
    11.680134          nan         nan      17        0        3
    11.689632          nan         nan      17        0        3
    11.699129          nan         nan      17        0        3
    11.708624    11.815393    0.403963      17        0        3
    11.718117    11.413802    0.371185      17        0        3
    11.727610    11.760342    0.340198      17        0        3
    11.737100    11.865086    0.384353      17        0        3
    11.746588    11.391806    0.252652      17        0        3
    11.756075    11.990083    0.377369      17        0        3
    11.765561    11.995727    0.313884      17        0        3
    11.775045    12.163321    0.391397      17        0        3
    11.784528    11.955626    0.313082      17        0        3
    11.794008    12.000491    0.349892      17        0        3
    11.803488    13.264540    0.612524      17        0        3
    11.812965    12.105868    0.284874      17        0        3
    11.822443    12.196234    0.318008      17        0        3
    11.831920    12.188319    0.309434      17        0        3
    11.841393    12.259624    0.365730      17        0        3
    11.850864    12.507255    0.287911      17        0        3
    11.860332    12.393105    0.334879      17        0        3
    11.869801    12.591357    0.313289      17        0        3
    11.879268    12.482255    0.328868      17        0        3
    11.888732    12.766797    0.289598      17        0        3
    11.898195    12.645845    0.307955      17        0        3
    11.907658    12.701733    0.291874      17        0        3
    11.917116    12.903076    0.447006      17        0        3
    11.926575    12.961934    0.306158      17        0        3
    11.936031    13.139787    0.336964      17        0        3
    11.945487    13.044276    0.320011      17        0        3
    11.954941    13.213590    0.363147      17        0        3
    11.964392    13.325994    0.332840      17        0        3
    11.973843    13.524435    0.343959      17        0        3
    11.983292    13.490033    0.381727      17        0        3
    11.992739    13.632174    0.406160      17        0        3
    12.002184    13.632707    0.437654      17        0        3
    12.011629    13.787374    0.337008      17        0        3
    12.021070    13.967907    0.392856      17        0        3
    12.030512    13.996006    0.360788      17        0        3
    12.039951    13.999299    0.417169      17        0        3
    12.049389    14.182241    0.308810      17        0        3
    12.058825    14.199786    0.347778      17        0        3
    12.068260    14.329096    0.312846      17        0        3
    12.077692    14.158696    0.402956      17        0        3
    12.087124    14.385992    0.317686      17        0        3
    12.096554    14.502228    0.379864      17        0        3
    12.105982    14.716189    0.323506      17        0        3
    12.115408    14.547904    0.387281      17        0        3
    12.124834    14.592664    0.268094      17        0        3
    12.134256    14.799448    0.412006      17        0        3
    12.143679    14.941317    0.335581      17        0        3
    12.153099    14.854931    0.406810      17        0        3
    12.162518    15.520140    0.182082      17        0        3
    12.171936    14.942878    0.352960      17        0        3
    12.181351    15.095716    0.280500      17        0        3
    12.190764    15.058102    0.359967      17        0        3
    12.200177    15.008420    0.248330      17        0        3
    12.209588    15.208352    0.338089      17        0        3
    12.218998    15.382467    0.316793      17        0        3
    12.228405    15.500268    0.435118      17        0        3
    12.237811    15.389669    0.376871      17        0        3
    12.247215    15.585145    0.456160      17        0        3
    12.256618    15.559782    0.335992      17        0        3
    12.266020    15.626249    0.336107      17        0        3
    12.275419    15.725307    0.272982      17        0        3
    12.284819    15.841646    0.369181      17        0        3
    12.294215    16.190613    0.367798      17        0        3
    12.303610    16.185169    0.488671      17        0        3
    12.313004    16.125153    0.346243      17        0        3
    12.322395    16.722279    0.241065      17        0        3
    12.331787    15.907231    0.296324      17        0        3
    12.341175    16.042875    0.269843      17        0        3
    12.350563    16.304804    0.229804      17        0        3
    12.359948    16.196445    0.226412      17        0        3
    12.369333    16.397648    0.228109      17        0        3
    12.378716    16.437635    0.286440      17        0        3
    12.388096    16.692411    0.289142      17        0        3
    12.397476    16.659187    0.434944      17        0        3
    12.406854          nan         nan      17        0        3
    12.416230          nan         nan      17        0        3
    12.425606          nan         nan      17        0        3
    12.434978          nan         nan      17        0        3
    12.444350          nan         nan      17        0        3
    12.453720          nan         nan      17        0        3
    12.463089          nan         nan      17        0        3
    12.472456          nan         nan      17        0        3
    12.481821          nan         nan      17        0        3
    12.491186          nan         nan      17        0        3
    12.307955          nan         nan      16        0        4
    12.318050          nan         nan      16        0        4
    12.328146          nan         nan      16        0        4
    12.338239          nan         nan      16        0        4
    12.348330          nan         nan      16        0        4
    12.358419          nan         nan      16        0        4
    12.368507          nan         nan      16        0        4
    12.378594          nan         nan      16        0        4
    12.388679          nan         nan      16        0        4
    12.398762          nan         nan      16        0        4
    12.408842    16.923153    0.599531      16        0        4
    12.418926    16.235662    0.697651      16        0        4
    12.429008    16.523867    0.587615      16        0        4
    12.439085    16.801834    0.711556      16        0        4
    12.449160    16.887197    0.620536      16        0        4
    12.459230    16.778265    0.716514      16        0        4
    12.469302    17.008974    0.667873      16        0        4
    12.479371    17.191559    0.659146      16        0        4
    12.489439    17.366623    0.536615      16        0        4
    12.499504    17.022070    0.603241      16        0        4
    12.509567    17.263872    0.606856      16        0        4
    12.519630    17.370619    0.616985      16        0        4
    12.529691    17.522497    0.480431      16        0        4
    12.539749    17.403347    0.545730      16        0        4
    12.549807    16.878668    0.224320      16        0        4
    12.559862    17.637669    0.534907      16        0        4
    12.569916    17.905497    0.423103      16        0        4
    12.579967    17.780792    0.423157      16        0        4
    12.590017    17.756027    0.376450      16        0        4
    12.600065    17.860146    0.525655      16        0        4
    12.610113    17.994358    0.405121      16        0        4
    12.620158    17.754831    0.458205      16        0        4
    12.630201    18.047562    0.426781      16        0        4
    12.640244    18.400152    0.680613      16        0        4
    12.650288    17.883867    0.369422      16        0        4
    12.660331    17.840176    0.351503      16        0        4
    12.670367    18.016483    0.376857      16        0        4
    12.680403    17.858023    0.392508      16        0        4
    12.690435    18.362329    0.249507      16        0        4
    12.700466    18.112879    0.328147      16        0        4
    12.710497    18.404602    0.308444      16        0        4
    12.720524    18.227051    0.317823      16        0        4
    12.730551    19.302629    0.900258      16        0        4
    12.740576    18.520527    0.311717      16        0        4
    12.750599    18.586306    0.305975      16        0        4
    12.760620    18.561026    0.276345      16        0        4
    12.770639    18.555902    0.312121      16        0        4
    12.780657    18.672691    0.272695      16        0        4
    12.790674    18.291616    0.108793      16        0        4
    12.800688    18.671837    0.254250      16        0        4
    12.810700    18.918470    0.323883      16        0        4
    12.820712    21.844378    0.731680      16        0        4
    12.830721    27.286362    0.567528      16        0        4
    12.840729    23.342989    0.476794      16        0        4
    12.850735    19.011288    0.200542      16        0        4
    12.860740    18.913118    0.188089      16        0        4
    12.870743    18.862951    0.312957      16        0        4
    12.880743    18.970650    0.247838      16        0        4
    12.890743    18.850016    0.264125      16        0        4
    12.900741    18.925514    0.231730      16        0        4
    12.910736    18.717875    0.147305      16        0        4
    12.920731    18.819778    0.226273      16        0        4
    12.930723    18.761076    0.251095      16        0        4
    12.940714    18.683655    0.265700      16        0        4
    12.950704    19.030813    0.221514      16        0        4
    12.960691    18.599810    0.215651      16        0        4
    12.970676    19.049416    0.207902      16        0        4
    12.980661    18.741920    0.250182      16        0        4
    12.990644    19.196310    0.235404      16        0        4
    13.000625    18.669884    0.212579      16        0        4
    13.010603    19.218126    0.184989      16        0        4
    13.020580    19.046480    0.197946      16        0        4
    13.030557    19.168121    0.241176      16        0        4
    13.040531    19.135641    0.227156      16        0        4
    13.050504    19.180735    0.207647      16        0        4
    13.060474    19.129572    0.202037      16        0        4
    13.070444    18.999765    0.214113      16        0        4
    13.080411    19.409761    0.222139      16        0        4
    13.090377    19.112103    0.210149      16        0        4
    13.100341    19.693720    0.198630      16        0        4
    13.110304    19.510639    0.194848      16        0        4
    13.120264    19.963415    0.248930      16        0        4
    13.130223    19.330606    0.226807      16        0        4
    13.140181    19.623785    0.171271      16        0        4
    13.150137    19.486021    0.224642      16        0        4
    13.160091    19.364119    0.228719      16        0        4
    13.170043    19.840151    0.646631      16        0        4
    13.179994    19.351381    0.247893      16        0        4
    13.189943    19.622753    0.302929      16        0        4
    13.199890    19.688044    0.262895      16        0        4
    13.209837          nan         nan      16        0        4
    13.219781          nan         nan      16        0        4
    13.229723          nan         nan      16        0        4
    13.239664          nan         nan      16        0        4
    13.249603          nan         nan      16        0        4
    13.259541          nan         nan      16        0        4
    13.269477          nan         nan      16        0        4
    13.279411          nan         nan      16        0        4
    13.289343          nan         nan      16        0        4
    13.299274          nan         nan      16        0        4
    13.309198          nan         nan      16        0        4
    13.319121          nan         nan      16        0        4
    13.329047          nan         nan      16        0        4
    13.338971          nan         nan      16        0        4
    13.348894          nan         nan      16        0        4
    13.358815          nan         nan      16        0        4
    13.368734          nan         nan      16        0        4
    13.378653          nan         nan      16        0        4
    13.388569          nan         nan      16        0        4
    13.398483          nan         nan      16        0        4
    13.103533          nan         nan      15        0        5
    13.114290          nan         nan      15        0        5
    13.125046          nan         nan      15        0        5
    13.135799          nan         nan      15        0        5
    13.146560          nan         nan      15        0        5
    13.157318          nan         nan      15        0        5
    13.168066          nan         nan      15        0        5
    13.178813          nan         nan      15        0        5
    13.189557          nan         nan      15        0        5
    13.200300    19.155518    0.745815      15        0        5
    13.211040    19.504459    0.662723      15        0        5
    13.221781    19.233789    0.594211      15        0        5
    13.232518    19.504959    0.551787      15        0        5
    13.243254    19.605305    0.575568      15        0        5
    13.253986    19.537609    0.687675      15        0        5
    13.264719    19.556963    0.576363      15        0        5
    13.275449    19.760004    0.487817      15        0        5
    13.286178    19.862288    0.525666      15        0        5
    13.296904    19.745659    0.671043      15        0        5
    13.307629    19.580957    0.551281      15        0        5
    13.318352    19.856073    0.458378      15        0        5
    13.329072    19.899353    0.447360      15        0        5
    13.339800    19.618322    0.879405      15        0        5
    13.350525    20.275219    0.999234      15        0        5
    13.361240    20.006933    0.766316      15        0        5
    13.371954    20.076462    0.611669      15        0        5
    13.382666    20.136288    0.967445      15        0        5
    13.393375    20.144312    0.803502      15        0        5
    13.404084    20.175890    0.771618      15        0        5
    13.414791    21.470804    0.777887      15        0        5
    13.425495    20.265127    0.521332      15        0        5
    13.436197    20.263077    0.683591      15        0        5
    13.446898    20.340631    0.702072      15        0        5
    13.457410    20.314730    0.569239      15        0        5
    13.468107    20.287403    0.502269      15        0        5
    13.478803    20.351566    0.624645      15        0        5
    13.489496    20.437187    0.591093      15        0        5
    13.500188    20.366892    0.535558      15        0        5
    13.510878    20.316818    0.327985      15        0        5
    13.521565    20.410885    0.381570      15        0        5
    13.532251    20.490868    0.388885      15        0        5
    13.542935    20.647955    0.451952      15        0        5
    13.553618    20.555101    0.343293      15        0        5
    13.564299    20.460516    0.324041      15        0        5
    13.574978    20.489868    0.370323      15        0        5
    13.585655    20.592068    0.344553      15        0        5
    13.596331    20.504517    0.319594      15        0        5
    13.607004    20.581551    0.290673      15        0        5
    13.617676    20.604059    0.230558      15        0        5
    13.628345    20.741880    0.339337      15        0        5
    13.639013    20.896437    0.271412      15        0        5
    13.649488    20.553095    0.273031      15        0        5
    13.660152    20.756472    0.210033      15        0        5
    13.670815    21.377531    0.871150      15        0        5
    13.681476    20.638859    0.354787      15        0        5
    13.692135    21.129889    0.339296      15        0        5
    13.702791    20.846466    0.219625      15        0        5
    13.713448    20.886795    0.294984      15        0        5
    13.724100    20.544279    0.446659      15        0        5
    13.734752    21.085621    0.348228      15        0        5
    13.745401    20.981073    0.368684      15        0        5
    13.756050    20.978058    0.310506      15        0        5
    13.766697    21.039196    0.365288      15        0        5
    13.777341    21.027966    0.444948      15        0        5
    13.787984    20.791206    0.615869      15        0        5
    13.798624    20.927702    0.608818      15        0        5
    13.809263    21.211645    0.633027      15        0        5
    13.819901    21.184278    0.487708      15        0        5
    13.830537    21.207575    0.694090      15        0        5
    13.841171    21.267792    0.742377      15        0        5
    13.851803    21.192387    0.585886      15        0        5
    13.862432    21.227015    0.691162      15        0        5
    13.873061    21.285139    0.427452      15        0        5
    13.883688    21.139355    0.716944      15        0        5
    13.894313    21.413198    0.543157      15        0        5
    13.904936    21.210308    0.533978      15        0        5
    13.915558    21.458601    0.548021      15        0        5
    13.926176    21.529024    0.435770      15        0        5
    13.936794    21.356943    0.784352      15        0        5
    13.947411    21.341608    0.560076      15        0        5
    13.958025    21.526960    0.568637      15        0        5
    13.968637    21.488028    0.561314      15        0        5
    13.979248    21.441208    0.480460      15        0        5
    13.989857    21.662149    0.643291      15        0        5
    14.000463    21.632681    0.600976      15        0        5
    14.011068    21.576223    0.578498      15        0        5
    14.021673    21.685307    0.470921      15        0        5
    14.032274    21.677530    0.489402      15        0        5
    14.042875    21.635473    0.698215      15        0        5
    14.053473    21.486364    0.589341      15        0        5
    14.064070    21.795736    0.654358      15        0        5
    14.074664    21.590210    0.547587      15        0        5
    14.085257    21.740110    0.625685      15        0        5
    14.095848    21.778067    0.544645      15        0        5
    14.106438    21.790209    0.642310      15        0        5
    14.117025    21.858139    0.604351      15        0        5
    14.127611    21.844612    0.617117      15        0        5
    14.138195    22.124929    0.593419      15        0        5
    14.148778    22.054417    0.641048      15        0        5
    14.159359    21.594065    0.605395      15        0        5
    14.169937    21.990297    0.555765      15        0        5
    14.180515    22.277138    0.515529      15        0        5
    14.191091    21.633938    0.526684      15        0        5
    14.201664          nan         nan      15        0        5
    14.212236          nan         nan      15        0        5
    14.222806          nan         nan      15        0        5
    14.233375          nan         nan      15        0        5
    14.243940          nan         nan      15        0        5
    14.254505          nan         nan      15        0        5
    14.265069          nan         nan      15        0        5
    14.275631          nan         nan      15        0        5
    14.286190          nan         nan      15        0        5
    14.296748          nan         nan      15        0        5
    14.307295          nan         nan      15        0        5
    14.317840          nan         nan      15        0        5
    14.328392          nan         nan      15        0        5
    14.338943          nan         nan      15        0        5
    14.349491          nan         nan      15        0        5
    14.360039          nan         nan      15        0        5
    14.370584          nan         nan      15        0        5
    14.381128          nan         nan      15        0        5
    14.391670          nan         nan      15        0        5
    14.021078          nan         nan      14        0        6
